,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
3048,3048,I192075285,2610,Other,TRESPASSING,A1,101,,2019-09-19 00:41:00,2019,9,Thursday,0,Part Two,MCKINLEY SQ,42.35909289,-71.05327197,"(42.35909289, -71.05327197)"
3049,3049,I192075284,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,356,,2019-09-18 23:05:00,2019,9,Wednesday,23,Part Two,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
3050,3050,I192075283,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,111,,2019-09-08 16:47:00,2019,9,Sunday,16,Part Two,TEMPLE PL,42.35478783,-71.06123562,"(42.35478783, -71.06123562)"
3051,3051,I192075282,3301,Verbal Disputes,VERBAL DISPUTE,C6,256,,2019-09-18 23:35:00,2019,9,Wednesday,23,Part Three,MOUNT VERNON ST,42.31779354,-71.04210959,"(42.31779354, -71.04210959)"
3052,3052,I192075281,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,86,,2019-09-18 03:30:00,2019,9,Wednesday,3,Part Three,COOPER ST,42.36441366,-71.05753981,"(42.36441366, -71.05753981)"
3053,3053,I192075280,3114,Investigate Property,INVESTIGATE PROPERTY,B2,298,,2019-09-18 23:34:00,2019,9,Wednesday,23,Part Three,DALE ST,42.32234879999999,-71.08833084,"(42.32234880, -71.08833084)"
3054,3054,I192075278,3301,Verbal Disputes,VERBAL DISPUTE,B2,326,,2019-09-18 23:32:00,2019,9,Wednesday,23,Part Three,CRESTON PARK,42.31251334,-71.07928148,"(42.31251334, -71.07928148)"
3055,3055,I192075277,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,366,,2019-09-18 23:26:00,2019,9,Wednesday,23,Part Three,LONSDALE ST,42.29037676,-71.06139736,"(42.29037676, -71.06139736)"
3056,3056,I192075276,1402,Vandalism,VANDALISM,B2,326,,2019-09-18 23:08:00,2019,9,Wednesday,23,Part Two,CRESTON ST,42.31195475,-71.07871912,"(42.31195475, -71.07871912)"
3057,3057,I192075276,3301,Verbal Disputes,VERBAL DISPUTE,B2,326,,2019-09-18 23:08:00,2019,9,Wednesday,23,Part Three,CRESTON ST,42.31195475,-71.07871912,"(42.31195475, -71.07871912)"
3058,3058,I192075275,3301,Verbal Disputes,VERBAL DISPUTE,E5,822,,2019-09-18 23:00:00,2019,9,Wednesday,23,Part Three,EDGEMERE RD,42.25867638,-71.15116479,"(42.25867638, -71.15116479)"
3059,3059,I192075274,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,469,,2019-09-18 22:26:00,2019,9,Wednesday,22,Part Two,FOTTLER RD,42.27791927,-71.0964061,"(42.27791927, -71.09640610)"
3060,3060,I192075274,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B3,469,,2019-09-18 22:26:00,2019,9,Wednesday,22,Part Two,FOTTLER RD,42.27791927,-71.0964061,"(42.27791927, -71.09640610)"
3061,3061,I192075274,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,469,,2019-09-18 22:26:00,2019,9,Wednesday,22,Part Three,FOTTLER RD,42.27791927,-71.0964061,"(42.27791927, -71.09640610)"
3062,3062,I192075273,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,318,,2019-09-18 22:48:00,2019,9,Wednesday,22,Part Three,HOMESTEAD ST,42.31127726,-71.08909334,"(42.31127726, -71.08909334)"
3064,3064,I192075271,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,499,,2019-09-18 22:12:00,2019,9,Wednesday,22,Part Three,NAVARRE ST,42.27624754,-71.1172547,"(42.27624754, -71.11725470)"
3065,3065,I192075270,3111,License Violation,LICENSE PREMISE VIOLATION,C11,356,,2019-09-18 23:06:00,2019,9,Wednesday,23,Part Three,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
3066,3066,I192075269,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,77,,2019-09-09 09:30:00,2019,9,Monday,9,Part One,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
3068,3068,I192075266,3301,Verbal Disputes,VERBAL DISPUTE,E18,490,,2019-09-18 21:58:00,2019,9,Wednesday,21,Part Three,CUMMINS HWY,42.27490448,-71.11007016,"(42.27490448, -71.11007016)"
3069,3069,I192075265,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,413,,2019-09-18 21:39:00,2019,9,Wednesday,21,Part Two,GALLIVAN BLVD,42.27846043,-71.07778192,"(42.27846043, -71.07778192)"
3070,3070,I192075264,3301,Verbal Disputes,VERBAL DISPUTE,B3,439,,2019-09-18 21:05:00,2019,9,Wednesday,21,Part Three,CALLENDER ST,42.28855818,-71.08839470000002,"(42.28855818, -71.08839470)"
3071,3071,I192075263,3111,License Violation,LICENSE PREMISE VIOLATION,C11,249,,2019-09-18 22:41:00,2019,9,Wednesday,22,Part Three,SAVIN HILL AVE,42.31145415,-71.05341141,"(42.31145415, -71.05341141)"
3072,3072,I192075262,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,178,,2019-09-18 22:03:00,2019,9,Wednesday,22,Part One,GERARD ST,42.32965577,-71.07233804,"(42.32965577, -71.07233804)"
3073,3073,I192075261,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,619,,2019-09-17 19:30:00,2019,9,Tuesday,19,Part Three,GAINSBOROUGH ST,42.34239114,-71.08872018,"(42.34239114, -71.08872018)"
3074,3074,I192075260,3301,Verbal Disputes,VERBAL DISPUTE,E18,542,,2019-09-18 21:47:00,2019,9,Wednesday,21,Part Three,BARRY ST,42.25418512,-71.12787099,"(42.25418512, -71.12787099)"
3076,3076,I192075258,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,587,,2019-09-18 22:14:00,2019,9,Wednesday,22,Part Three,ALLEGHANY ST,42.33056977,-71.09959089,"(42.33056977, -71.09959089)"
3077,3077,I192075257,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A1,76,,2019-09-18 21:19:00,2019,9,Wednesday,21,Part Three,CANAL ST,42.36394509,-71.05942841,"(42.36394509, -71.05942841)"
3078,3078,I192075256,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C11,244,,2019-09-18 21:33:00,2019,9,Wednesday,21,Part Three,PLEASANT ST,42.3177917,-71.05905398,"(42.31779170, -71.05905398)"
3079,3079,I192075255,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,679,,2019-09-18 21:44:00,2019,9,Wednesday,21,Part Three,BELGRADE AVE,42.28627123,-71.13644214,"(42.28627123, -71.13644214)"
3080,3080,I192075254,3301,Verbal Disputes,VERBAL DISPUTE,C11,365,,2019-09-18 21:20:00,2019,9,Wednesday,21,Part Three,SAINT MARKS RD,42.29144845,-71.06171936,"(42.29144845, -71.06171936)"
3081,3081,I192075253,3301,Verbal Disputes,VERBAL DISPUTE,E13,304,,2019-09-18 21:37:00,2019,9,Wednesday,21,Part Three,WASHINGTON ST,42.31667114,-71.09743705,"(42.31667114, -71.09743705)"
3082,3082,I192075252,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,111,,2019-09-18 21:53:00,2019,9,Wednesday,21,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
3083,3083,I192075251,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,111,,2019-09-18 21:51:00,2019,9,Wednesday,21,Part Three,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
3085,3085,I192075249,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,347,,2019-09-18 21:25:00,2019,9,Wednesday,21,Part One,LEEDSVILLE ST,42.30492795,-71.05979933,"(42.30492795, -71.05979933)"
3086,3086,I192075249,301,Robbery,ROBBERY - STREET,C11,347,,2019-09-18 21:25:00,2019,9,Wednesday,21,Part One,LEEDSVILLE ST,42.30492795,-71.05979933,"(42.30492795, -71.05979933)"
3087,3087,I192075248,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,398,,2019-09-18 21:05:00,2019,9,Wednesday,21,Part One,TALBOT AVE,42.28979533,-71.06897947,"(42.28979533, -71.06897947)"
3088,3088,I192075247,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E13,584,,2019-09-18 21:11:00,2019,9,Wednesday,21,Part Three,HEATH ST,42.32610077,-71.10433335,"(42.32610077, -71.10433335)"
3089,3089,I192075247,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,E13,584,,2019-09-18 21:11:00,2019,9,Wednesday,21,Part Two,HEATH ST,42.32610077,-71.10433335,"(42.32610077, -71.10433335)"
3090,3090,I192075246,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,398,,2019-09-18 21:00:00,2019,9,Wednesday,21,Part Three,TALBOT AVE,42.29019621,-71.07159012,"(42.29019621, -71.07159012)"
3091,3091,I192075245,1402,Vandalism,VANDALISM,B3,430,,2019-09-18 19:13:00,2019,9,Wednesday,19,Part Two,FRONTENAC ST,42.28445914,-71.08930739,"(42.28445914, -71.08930739)"
3092,3092,I192075244,1402,Vandalism,VANDALISM,D14,803,,2019-09-18 20:05:00,2019,9,Wednesday,20,Part Two,BRAINTREE ST,42.35631415,-71.13567792,"(42.35631415, -71.13567792)"
3093,3093,I192075243,3114,Investigate Property,INVESTIGATE PROPERTY,D14,750,,2019-09-18 20:51:00,2019,9,Wednesday,20,Part Three,LANE PARK,42.34273556,-71.16026894,"(42.34273556, -71.16026894)"
3094,3094,I192075242,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,365,,2019-09-13 19:10:00,2019,9,Friday,19,Part Three,FLORIDA ST,42.29165545,-71.06009035,"(42.29165545, -71.06009035)"
3096,3096,I192075240,1402,Vandalism,VANDALISM,A7,28,,2019-09-17 21:00:00,2019,9,Tuesday,21,Part Two,GOVE ST,42.37161486,-71.03766485,"(42.37161486, -71.03766485)"
3097,3097,I192075239,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A7,26,,2019-09-18 21:10:00,2019,9,Wednesday,21,Part Two,BORDER ST,42.38093345,-71.04023929,"(42.38093345, -71.04023929)"
3098,3098,I192075238,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,97,,2019-09-18 20:00:00,2019,9,Wednesday,20,Part Two,SCHOOL ST,42.35800156,-71.06044213,"(42.35800156, -71.06044213)"
3099,3099,I192075237,3301,Verbal Disputes,VERBAL DISPUTE,B2,325,,2019-09-18 20:24:00,2019,9,Wednesday,20,Part Three,WAYLAND ST,42.31428744,-71.07697146,"(42.31428744, -71.07697146)"
3100,3100,I192075236,613,Larceny,LARCENY SHOPLIFTING,B3,406,,2019-09-18 17:14:00,2019,9,Wednesday,17,Part One,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
3101,3101,I192075234,617,Larceny,LARCENY THEFT FROM BUILDING,D14,751,,2019-08-30 15:37:00,2019,8,Friday,15,Part One,LAKE SHORE CT,42.3459911,-71.17028987,"(42.34599110, -71.17028987)"
3102,3102,I192075232,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,182,,2019-09-18 19:34:00,2019,9,Wednesday,19,Part Three,MARSHFIELD ST,42.32328946,-71.06809105,"(42.32328946, -71.06809105)"
3103,3103,I192075231,3114,Investigate Property,INVESTIGATE PROPERTY,B3,437,,2019-09-18 19:43:00,2019,9,Wednesday,19,Part Three,DARLINGTON ST,42.28927826,-71.07581493,"(42.28927826, -71.07581493)"
3104,3104,I192075226,3114,Investigate Property,INVESTIGATE PROPERTY,C11, ,,2019-09-18 20:10:00,2019,9,Wednesday,20,Part Three,,42.29810706,-71.06246102,"(42.29810706, -71.06246102)"
3105,3105,I192075225,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,279,,2019-09-18 19:19:00,2019,9,Wednesday,19,Part Two,ZEIGLER ST,42.32907463,-71.08042043,"(42.32907463, -71.08042043)"
3106,3106,I192075225,2610,Other,TRESPASSING,B2,279,,2019-09-18 19:19:00,2019,9,Wednesday,19,Part Two,ZEIGLER ST,42.32907463,-71.08042043,"(42.32907463, -71.08042043)"
3107,3107,I192075225,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,279,,2019-09-18 19:19:00,2019,9,Wednesday,19,Part Two,ZEIGLER ST,42.32907463,-71.08042043,"(42.32907463, -71.08042043)"
3108,3108,I192075224,2647,Other,THREATS TO DO BODILY HARM,D14,793,,2019-09-18 19:32:00,2019,9,Wednesday,19,Part Two,COMMONWEALTH AVE,42.34937839,-71.13249037,"(42.34937839, -71.13249037)"
3109,3109,I192075223,619,Larceny,LARCENY ALL OTHERS,E13,651,,2019-09-18 11:00:00,2019,9,Wednesday,11,Part One,SOUTH ST,42.30270805,-71.11449114,"(42.30270805, -71.11449114)"
3110,3110,I192075222,617,Larceny,LARCENY THEFT FROM BUILDING,E13,573,,2019-09-18 15:00:00,2019,9,Wednesday,15,Part One,AMORY ST,42.3087073,-71.10821451,"(42.30870730, -71.10821451)"
3111,3111,I192075220,1402,Vandalism,VANDALISM,B3,465,,2019-09-18 20:10:00,2019,9,Wednesday,20,Part Two,DARLINGTON ST,42.28927826,-71.07581493,"(42.28927826, -71.07581493)"
3112,3112,I192075219,2647,Other,THREATS TO DO BODILY HARM,C11,334,,2019-09-18 19:35:00,2019,9,Wednesday,19,Part Two,HENDRY ST,42.30945933,-71.06514623,"(42.30945933, -71.06514623)"
3113,3113,I192075218,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,69,,2019-09-18 19:13:00,2019,9,Wednesday,19,Part Three,BEACON ST,42.35590084,-71.07058043,"(42.35590084, -71.07058043)"
3114,3114,I192075217,3410,Towed,TOWED MOTOR VEHICLE,E13,634,,2019-09-18 16:37:00,2019,9,Wednesday,16,Part Three,HALIFAX ST,42.3205495,-71.11479066,"(42.32054950, -71.11479066)"
3115,3115,I192075216,1402,Vandalism,VANDALISM,B3,476,,2019-09-18 19:58:00,2019,9,Wednesday,19,Part Two,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
3116,3116,I192075216,613,Larceny,LARCENY SHOPLIFTING,B3,476,,2019-09-18 19:58:00,2019,9,Wednesday,19,Part One,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
3117,3117,I192075215,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,476,,2019-09-18 14:14:51,2019,9,Wednesday,14,Part Two,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
3118,3118,I192075214,2647,Other,THREATS TO DO BODILY HARM,D14,814,,2019-09-18 16:00:00,2019,9,Wednesday,16,Part Two,CAMBRIDGE ST,42.35825785,-71.12560096,"(42.35825785, -71.12560096)"
3119,3119,I192075213,2647,Other,THREATS TO DO BODILY HARM,B3,427,,2019-09-18 18:38:00,2019,9,Wednesday,18,Part Two,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)"
3120,3120,I192075213,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,427,,2019-09-18 18:38:00,2019,9,Wednesday,18,Part Two,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)"
3121,3121,I192075213,311,Robbery,ROBBERY - COMMERCIAL,B3,427,,2019-09-18 18:38:00,2019,9,Wednesday,18,Part One,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)"
3122,3122,I192075212,1402,Vandalism,VANDALISM,A1,98,,2019-09-18 15:51:00,2019,9,Wednesday,15,Part Two,DEVONSHIRE ST,42.3579919,-71.05730964,"(42.35799190, -71.05730964)"
3123,3123,I192075211,619,Larceny,LARCENY ALL OTHERS,C11,243,,2019-09-18 17:32:00,2019,9,Wednesday,17,Part One,PLEASANT ST,42.31544307,-71.059799,"(42.31544307, -71.05979900)"
3124,3124,I192075210,3115,Investigate Person,INVESTIGATE PERSON,C6,210,,2019-09-18 11:30:00,2019,9,Wednesday,11,Part Three,D ST,42.34373929,-71.04499632,"(42.34373929, -71.04499632)"
3125,3125,I192075209,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,111,,2019-09-18 17:49:00,2019,9,Wednesday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
3126,3126,I192075209,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,111,,2019-09-18 17:49:00,2019,9,Wednesday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
3127,3127,I192075209,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,111,,2019-09-18 17:49:00,2019,9,Wednesday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
3128,3128,I192075209,311,Robbery,ROBBERY - COMMERCIAL,A1,111,,2019-09-18 17:49:00,2019,9,Wednesday,17,Part One,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
3129,3129,I192075209,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,111,,2019-09-18 17:49:00,2019,9,Wednesday,17,Part One,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
3130,3130,I192075209,1402,Vandalism,VANDALISM,A1,111,,2019-09-18 17:49:00,2019,9,Wednesday,17,Part Two,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
3131,3131,I192075207,3301,Verbal Disputes,VERBAL DISPUTE,D14,938,,2019-09-18 18:46:00,2019,9,Wednesday,18,Part Three,FIDELIS WAY,42.3458376,-71.14492138,"(42.34583760, -71.14492138)"
3132,3132,I192075205,613,Larceny,LARCENY SHOPLIFTING,C11,337,,2019-09-18 19:07:00,2019,9,Wednesday,19,Part One,COLUMBIA RD,42.30889362,-71.07410474,"(42.30889362, -71.07410474)"
3133,3133,I192075204,2629,Harassment,HARASSMENT,B2,302,,2019-09-18 19:15:00,2019,9,Wednesday,19,Part Two,COLUMBUS AVE,42.32326641,-71.09841607,"(42.32326641, -71.09841607)"
3134,3134,I192075203,616,Larceny,LARCENY THEFT OF BICYCLE,A1,121,,2019-09-18 19:15:00,2019,9,Wednesday,19,Part One,STUART ST,42.35099438,-71.06645588,"(42.35099438, -71.06645588)"
3135,3135,I192075201,3201,Property Lost,PROPERTY - LOST,C6,206,,2019-09-11 20:00:00,2019,9,Wednesday,20,Part Three,BOSTON WHARF RD,42.34955366,-71.04720727,"(42.34955366, -71.04720727)"
3136,3136,I192075200,617,Larceny,LARCENY THEFT FROM BUILDING,C11,242,,2019-09-04 08:00:00,2019,9,Wednesday,8,Part One,KEVIN RD,42.31669234,-71.06209904,"(42.31669234, -71.06209904)"
3137,3137,I192075199,619,Larceny,LARCENY ALL OTHERS,B2,289,,2019-09-18 15:00:00,2019,9,Wednesday,15,Part One,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
3138,3138,I192075198,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,509,,2019-09-17 20:30:00,2019,9,Tuesday,20,Part Three,WOODLAWN ST,42.29860932,-71.11223703,"(42.29860932, -71.11223703)"
3139,3139,I192075197,1402,Vandalism,VANDALISM,C11,355,,2019-09-18 18:01:00,2019,9,Wednesday,18,Part Two,GIBSON ST,42.29755533,-71.05970909999998,"(42.29755533, -71.05970910)"
3140,3140,I192075197,3301,Verbal Disputes,VERBAL DISPUTE,C11,355,,2019-09-18 18:01:00,2019,9,Wednesday,18,Part Three,GIBSON ST,42.29755533,-71.05970909999998,"(42.29755533, -71.05970910)"
3141,3141,I192075196,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,794,,2019-09-18 16:58:00,2019,9,Wednesday,16,Part Three,COMMONWEALTH AVE,42.34906578,-71.13414695,"(42.34906578, -71.13414695)"
3142,3142,I192075195,616,Larceny,LARCENY THEFT OF BICYCLE,D4,137,,2019-09-18 18:32:00,2019,9,Wednesday,18,Part One,COMMONWEALTH AVE,42.35141082,-71.07920855,"(42.35141082, -71.07920855)"
3143,3143,I192075194,2647,Other,THREATS TO DO BODILY HARM,B3,444,,2019-09-18 18:15:00,2019,9,Wednesday,18,Part Two,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
3144,3144,I192075193,2511,Other,KIDNAPPING - ENTICING OR ATTEMPTED,D14,760,,2019-09-17 07:00:00,2019,9,Tuesday,7,Part Two,TURNER ST,42.35163950000001,-71.16203434,"(42.35163950, -71.16203434)"
3145,3145,I192075192,3114,Investigate Property,INVESTIGATE PROPERTY,E5,691,,2019-09-18 18:38:00,2019,9,Wednesday,18,Part Three,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
3146,3146,I192075191,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,487,,2019-09-18 16:53:00,2019,9,Wednesday,16,Part Three,BLAKE ST,42.26646668,-71.10693548,"(42.26646668, -71.10693548)"
3147,3147,I192075190,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,710,,2019-09-18 01:00:00,2019,9,Wednesday,1,Part One,CENTRE ST,42.27335372,-71.16066187,"(42.27335372, -71.16066187)"
3148,3148,I192075189,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D14,768,,2019-09-18 17:41:00,2019,9,Wednesday,17,Part Two,MARKET ST,42.35657707,-71.14883784,"(42.35657707, -71.14883784)"
3149,3149,I192075189,1846,Drug Violation,DRUGS - POSS CLASS E,D14,768,,2019-09-18 17:41:00,2019,9,Wednesday,17,Part Two,MARKET ST,42.35657707,-71.14883784,"(42.35657707, -71.14883784)"
3150,3150,I192075189,613,Larceny,LARCENY SHOPLIFTING,D14,768,,2019-09-18 17:41:00,2019,9,Wednesday,17,Part One,MARKET ST,42.35657707,-71.14883784,"(42.35657707, -71.14883784)"
3151,3151,I192075188,423,Aggravated Assault,ASSAULT - AGGRAVATED,E13,302,,2019-09-18 16:39:00,2019,9,Wednesday,16,Part One,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)"
3152,3152,I192075187,2647,Other,THREATS TO DO BODILY HARM,B2,332,,2019-09-18 18:08:00,2019,9,Wednesday,18,Part Two,COLUMBIA RD,42.31519665,-71.06678387,"(42.31519665, -71.06678387)"
3153,3153,I192075186,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,942,,2019-09-18 18:05:00,2019,9,Wednesday,18,Part One,WALDEMAR AVE,42.39327289,-71.00793914,"(42.39327289, -71.00793914)"
3154,3154,I192075185,3201,Property Lost,PROPERTY - LOST,B3,465,,2019-09-18 18:28:00,2019,9,Wednesday,18,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
3155,3155,I192075184,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E5,691,,2019-09-18 18:24:00,2019,9,Wednesday,18,Part Two,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
3156,3156,I192075182,616,Larceny,LARCENY THEFT OF BICYCLE,D4,130,,2019-09-18 15:15:00,2019,9,Wednesday,15,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
3157,3157,I192075181,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,304,,2019-09-18 18:16:00,2019,9,Wednesday,18,Part Three,DIMOCK ST,42.31949779,-71.09707352,"(42.31949779, -71.09707352)"
3158,3158,I192075180,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A1,103,,2019-09-18 17:26:00,2019,9,Wednesday,17,Part Three,TREMONT ST,42.3572734,-71.0611658,"(42.35727340, -71.06116580)"
3159,3159,I192075179,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,900,,2019-09-18 17:14:00,2019,9,Wednesday,17,Part Three,DECATUR ST,42.37693992,-71.05524264,"(42.37693992, -71.05524264)"
3160,3160,I192075178,613,Larceny,LARCENY SHOPLIFTING,A1,93,,2019-09-18 17:08:00,2019,9,Wednesday,17,Part One,FANEUIL HALL SQ,42.36020464,-71.05620816,"(42.36020464, -71.05620816)"
3161,3161,I192075177,3201,Property Lost,PROPERTY - LOST,B3,465,,2019-09-18 18:12:00,2019,9,Wednesday,18,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
3162,3162,I192075176,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,908,,2019-09-18 17:49:00,2019,9,Wednesday,17,Part Two,SHANDON RD,42.29505434,-71.08904077,"(42.29505434, -71.08904077)"
3163,3163,I192075175,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,291,,2019-09-18 16:53:00,2019,9,Wednesday,16,Part Three,CEDAR ST,42.32766929,-71.09566719,"(42.32766929, -71.09566719)"
3164,3164,I192075173,3301,Verbal Disputes,VERBAL DISPUTE,B2,276,,2019-09-18 17:22:00,2019,9,Wednesday,17,Part Three,SHAWMUT AVE,42.33318299,-71.08307607,"(42.33318299, -71.08307607)"
3165,3165,I192075172,3115,Investigate Person,INVESTIGATE PERSON,C11,359,,2019-09-18 18:00:00,2019,9,Wednesday,18,Part Three,REGINA RD,42.29524857,-71.07108773,"(42.29524857, -71.07108773)"
3166,3166,I192075171,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A15,55,,2019-09-16 14:30:00,2019,9,Monday,14,Part Two,BUNKER HILL ST,42.3787102,-71.06180963,"(42.37871020, -71.06180963)"
3167,3167,I192075170,613,Larceny,LARCENY SHOPLIFTING,A1,112,,2019-09-18 17:00:00,2019,9,Wednesday,17,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
